node_id,claim,verdict,description,date,url,source
166,"اليمين المتطرف يجتاح أوروبا (..) النهاردة في فرنسا اليمين المتطرف بيفوز على حزب الرئيس ماكرون، هم اللي خدوا النسبة الأكبر (..)، في النمسا نفس الحكاية أعتقد في المقدمة (..) اليمين يكتسح انتخابات البرلمان الأوروبي

تصريح أحمد موسى، جاء خلال تقدمه برنامجه ""على مسئوليتي""، المذاع على ""صدى البلد"".",FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-30T12:00:00Z,https://www.saheeh.news/ar/node/166,saheeh_masr
167,أتمني أن هذا الإرهابي (هشام عشماوي) يظهر في المحاكمة، حتى يسمع الحكم عليه حضوريًا بالإعدام (..) هو عنده حكم غيابي من محكمة عسكرية بالإعدام,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-06-04T12:00:00Z,https://www.saheeh.news/ar/node/167,saheeh_masr
168,"شركة إيجل كابيتال تسيطر على كل وسائل الإعلام المصرية، ولا يعرف أحد ميزانيتها ولا من أين تحصل على الأموال للاستحوذ على القنوات والجرائد مثل اليوم السابع
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/168,saheeh_masr
169,شركة إيجل كابيتال تسيطر على كل وسائل الإعلام المصرية، ولا يعرف أحد ميزانيتها ولا من أين تحصل على الأموال للاستحوذ على القنوات والجرائد مثل اليوم السابع,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-23T12:00:00Z,https://www.saheeh.news/ar/node/169,saheeh_masr
170,"عمرو واكد خاين وهاين ومستذل وكل عبر الدنيا فيه (..) ومرة قال هقطّع الباسبور المصري، أنت مين يا ابني؟
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/170,saheeh_masr
171,عمرو واكد خاين وهاين ومستذل وكل عبر الدنيا فيه (..) ومرة قال هقطّع الباسبور المصري، أنت مين يا ابني؟,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-08T12:00:00Z,https://www.saheeh.news/ar/node/171,saheeh_masr
172,"لجنة الانضباط بالاتحاد قررت معاقبة كهربا.. ولكن مجرد ما الأهلي يقدم تظلم هتتوقف العقوبة لحين الفصل فيها.
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/172,saheeh_masr
174,"يمكن أن يحدث انخفاض بالأسعار، إذا تراجع سعر الدولار بنسبة كبيرة من 20% إلى 25%، ليعود إلى معدلاته قبل التعويم عند 7 جنيهات.
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/174,saheeh_masr
175,يمكن أن يحدث انخفاض بالأسعار، إذا تراجع سعر الدولار بنسبة كبيرة من 20% إلى 25%، ليعود إلى معدلاته قبل التعويم عند 7 جنيهات.,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-20T12:00:00Z,https://www.saheeh.news/ar/node/175,saheeh_masr
176,"الدولة تنفق ما يقرب من 400 مليار جنيه سنويًا على الدعم ومخصصات الحماية الاجتماعية، بخلاف نحو 300 مليار جنيه أجورًا للعاملين بالدولة، وبجمع هذين البندين فقط نجد أنهما يقتربان من حجم الضرائب المحصلة…
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/176,saheeh_masr
177,الدولة تنفق ما يقرب من 400 مليار جنيه سنويًا على الدعم ومخصصات الحماية الاجتماعية، بخلاف نحو 300 مليار جنيه أجورًا للعاملين بالدولة، وبجمع هذين البندين فقط نجد أنهما يقتربان من حجم الضرائب المحصلة سنويًا,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-26T12:00:00Z,https://www.saheeh.news/ar/node/177,saheeh_masr
178,"الدولة المصرية قامت بانسحابات تكتيكية في 25 يناير لحين عودة الوعي للشارع.. لا أقدر اسميه انهيار.. أصل الانهيار مقدرش ارجع في سنتين أو تلات سنين.. الشرطة المصرية مش بس عادت قوية دا عاد لها مظهرها…
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/178,saheeh_masr
179,تاريخنا الصناعي والإنشائي في الكباري المعلقة محدود، ولم نكن نملك إلا كوبري غمرة المعلق الذي حاولنا فيه التدريب على هذه النوعية من الكباري، قبل إنشاء كوبري السلام على قناة السويس، وهو الكوبري الذي بناه اليابانيون، وكنا نحن متفرجين,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-21T12:00:00Z,https://www.saheeh.news/ar/node/179,saheeh_masr
180,"النائب محمد عبد العليم يحاول إفساد المشهد الانتخابي بادعاءات كاذبة.. والحزب يوزع في السنة 3 أو 4 مليون وحدة مواد غذائية
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/180,saheeh_masr
181,حزب مستقبل وطن يضم تحت رايته 350 ألف كادر، وتم افتتاح 350 مقرًا بمختلف المحافظات,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-19T12:00:00Z,https://www.saheeh.news/ar/node/181,saheeh_masr
182,"منتخبا القدم واليد طلعوا لأعلى الدرجات عما قبل، في الدورات الأولمبية بصفة خاصة كألعاب جماعية
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/182,saheeh_masr
183,مع بداية استلامي مسؤولية وزارة الشباب والرياضة لم يكن هناك أي خطة أو مشروع لإعادة الجماهير للمدرجات,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-07T12:00:00Z,https://www.saheeh.news/ar/node/183,saheeh_masr
184,"عبد الله بدر شتمني في قناة الحافظ جامد جدًا، قلت مش هرد وهاخد حقي بالقضاء، وخدت حقي اتسجن 3 سنين، ودخل السجن أثناء حكم مرسي
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/184,saheeh_masr
185,عبد الله بدر شتمني في قناة الحافظ جامد جدًا، قلت مش هرد وهاخد حقي بالقضاء، وخدت حقي اتسجن 3 سنين، ودخل السجن أثناء حكم مرسي,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-20T12:00:00Z,https://www.saheeh.news/ar/node/185,saheeh_masr
186,"السجون المصرية تسمح بمتابعة من جانب المنظمات الحقوقية، ولم ترصد المنظمات أي من من الحالات الواردة في تقرير هيومن رايتس ووتش
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/186,saheeh_masr
187,السجون المصرية تسمح بمتابعة من جانب المنظمات الحقوقية، ولم ترصد المنظمات أي من من الحالات الواردة في تقرير هيومن رايتس ووتش,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-06-03T12:00:00Z,https://www.saheeh.news/ar/node/187,saheeh_masr
188,"مصر كانت المتلقي الأكبر في العالم للمعونة الأمريكية قبل عام 1967، أموال الخليج هي ما أسهم في تعويم الاقتصاد المصري في السبعينات، ثم مرةً أخرى بعد حرب الخليج، جنبًا إلى جنب مع إعفاءات الديون من قِبل…
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/188,saheeh_masr
189,مصر كانت المتلقي الأكبر في العالم للمعونة الأمريكية قبل عام 1967، أموال الخليج هي ما أسهم في تعويم الاقتصاد المصري في السبعينات، ثم مرةً أخرى بعد حرب الخليج، جنبًا إلى جنب مع إعفاءات الديون من قِبل نادي باريس، نفس الظاهرة تكررت بعد 2013,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-21T12:00:00Z,https://www.saheeh.news/ar/node/189,saheeh_masr
190,"حاتم عبدالمنعم أحمد جاء السادات والحكومة تسيطر على نحو 80% من الإنتاج، وبدأت الخصخصة، وكان متوقعًا إزالة القيود غير المنطقية التي فرضها ناصر على القطاع الخاص وتحريره، ليسهم بدوره في التنمية وتنطلق…
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/190,saheeh_masr
191,حاتم عبدالمنعم أحمد جاء السادات والحكومة تسيطر على نحو 80% من الإنتاج، وبدأت الخصخصة، وكان متوقعًا إزالة القيود غير المنطقية التي فرضها ناصر على القطاع الخاص وتحريره، ليسهم بدوره في التنمية وتنطلق تنمية مصر بجناحيها العام والخاص,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-22T12:00:00Z,https://www.saheeh.news/ar/node/191,saheeh_masr
192,"ظل الثنائي (حسام وإبراهيم حسن) يلعبان بالزمالك وإحقاقًا للحق نجحا في إضافة العديد من البطولات مع القلعة البيضاء وسط الجيل الذهبي (..) حتى جاءت فاجعة الموسم الذي خسرا فيه أمام الأهلي بنتيجة 6-1،…
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/192,saheeh_masr
193,ظل الثنائي (حسام وإبراهيم حسن) يلعبان بالزمالك وإحقاقًا للحق نجحا في إضافة العديد من البطولات مع القلعة البيضاء وسط الجيل الذهبي (..) حتى جاءت فاجعة الموسم الذي خسرا فيه أمام الأهلي بنتيجة 6-1، ليخوضا بعدها سلسلة تجارب مع أندية أخرى,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-24T12:00:00Z,https://www.saheeh.news/ar/node/193,saheeh_masr
194,"في عهد السيسي كان الوضع مختلف تمامًا لأننا بنتكلم عن غلق 7000 مصنع، في عهد السيسي، فقط 7000 مصنع، بلا حلول جذرية أو حتى عادية
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/194,saheeh_masr
195,أهل سيناء تحولت حياتهم على مدار 6 سنوات إلى منطقة حرب، وقبلها كان فيه منع للحياة الطبيعية للمواطنين ومنع للوظائف ودخول الجيش والشرطة والسلك القضائي,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-06-04T12:00:00Z,https://www.saheeh.news/ar/node/195,saheeh_masr
196,"الشعب بالكامل يعاني. لمَ يتم زيادة معاشات العسكريين دون باقي فئات الشعب؟ يجب أن يكون هناك عدالة في التوزيع
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/196,saheeh_masr
197,الشعب بالكامل يعاني. لمَ يتم زيادة معاشات العسكريين دون باقي فئات الشعب؟ يجب أن يكون هناك عدالة في التوزيع,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-14T12:00:00Z,https://www.saheeh.news/ar/node/197,saheeh_masr
198,"19 مليون سائح متحلقين حول تاج محل في الهند.. 22 مليون سائح يرتقون سور الصين العظيم
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/198,saheeh_masr
199,رد العقيد أ.ح تامر الرفاعي على متمولي هيومان رايتس ووتش، الرد جاء ساحقًا ماحقًا (..) وكشف الرفاعى الغطاء عن مموليهم ومصادرهم,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-06-03T12:00:00Z,https://www.saheeh.news/ar/node/199,saheeh_masr
200,"جميلة إسماعيل كانت عضوة في لجنة المائة اللى عملت دستور 2012
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/200,saheeh_masr
201,البنك الدولي بيقول إن %60 من المصريين فقراء,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-07T12:00:00Z,https://www.saheeh.news/ar/node/201,saheeh_masr
202,بسمة وهبة كانت بتطلع في قناة الناس زمان، بيقولوا، وفجأة بقت بتطلع عندها ستوديو فخم، وتلبس كت، وكانت قبل كده بتطلع لابسة حجاب في قناة الناس السلفية,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-20T12:00:00Z,https://www.saheeh.news/ar/node/202,saheeh_masr
203,"المشير طنطاوي كان ديما توجيهاته لينا محدش يلمس المصريين.. وفي موقعة ماسبيرو 2011، كانت حاجة مستفزة جدا جدا والولاد منزلوش إلا لما لقوا القائد بتاعهم بيضرب في الشارع ومع ذلك معملوش أىّ حاجة
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/203,saheeh_masr
204,المفروض موارد الدولة تزيد مع الزيادة السكانية وده عبء كبير النهاردة. إيه مصادر الدخل؟ الضرائب التي يدفعها الشعب وما تدخله قناة السويس فقط,FALSE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",2019-05-10T12:00:00Z,https://www.saheeh.news/ar/node/204,saheeh_masr
205,أحدث التصريحات,TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/205,saheeh_masr
206,"مسؤولية نادي باريس عالميا عن الاستدانة لا تزيد عن 10٪
محمود محيي الدين
المبعوث الخاص للأمم المتحدة لتمويل التنمية
اقرأ التصحيح",TRUE,"فريق صحفي يعمل على تدقيق تصريحات المسئولين والسياسيين وصناع القرارات المؤثرة على حياتنا. نبحث عن الحقائق ونكشف الأكاذيب Saheeh Masr is a team of journalists who fact-check statements made by politicians, government officials, public figures and others who have an impact on public opinion in Egypt.",,https://www.saheeh.news/ar/node/206,saheeh_masr
